angry,crawled_utctime,created_time,haha,id,like,love,message,owner_id,sad,type
11,2018-03-22 10:25:19.063976,2018-03-15 07:30:37+00:00,1055,114731331886956_2163052223721513,1641,5,"Thủ tướng Nguyễn Xuân Phúc phát biểu tại Australia: ""Điện thoại Samsung các bạn đang lướt web rất có thể đến từ Việt Nam bởi 3/4 lượng điện thoại Samsung toàn thế giới được sản xuất tại nước chúng tôi""

Lời bàn: Quê tôi cũng có nhiều ông thợ xây, phu hồ thường nói một cách đầy tự hào: ""Nhà này biệt thự nọ, của ông (tướng, quan chức to to nào đó) là do bọn tao xây đấy. Giọng tự hào như chính những con người thất học, khốn khổ đó đang làm chủ thật sự của căn biệt phủ đó vậy.

Tư duy và tự hào của những người thất học, ít hiểu biết và phải làm công việc vất vả như phu hồ ở quê tôi, khi tham gia xây dựng cung điện (từ tiền ăn cắp) cho quan chức có thể hiểu được. Đằng này, người đứng đầu chính phủ của một quốc gia mà tư duy không hơn các chú, các anh phu hồ ở quê tôi. Thậm chí còn có vẻ ưỡn ngực tự hào hơn phu hồ thế này thì thật sự bó tay. Vâng tôi không còn lời nào để nói!

fb Thuan Van Bui
Ảnh : Tạp Chí Mị Dân

[Sky]",114731331886956,32,photo
10,2018-03-22 10:25:19.063976,2018-03-15 07:01:00+00:00,460,114731331886956_2162668783759857,939,14,"Đây là Quang, tự “Quang lùn”.

Quang được mệnh danh là trùm Dư luận viên trên mạng xã hội, chuyên định hướng dư luận để bảo vệ Đảng và Nhà nước.

Quang là người miền Bắc, thích lý luận, nhưng lý luận lại rất cùn, rất thiếu sức chiến đấu.

Quang chỉ giỏi một việc là to mồm chửi bới những ai bất đồng quan điểm.

Khi nói diễn thuyết hay chửi diễn trình Quang đều gồng mình ưỡng ngực, nắn gân cổ, tay chân vung búa xua đặng thu hút sự chú ý của người khác.

Quang tuy nhỏ con nhưng lại thích gây sự, quấy rối nơi công cộng. Người Quang cao một thước rưỡi, đứng chỉ tới nách người ta nhưng có thói quen hay giơ nấm đấm trước mặt người khác.

Quang tính tình tuy trẻ trung nhưng cũng ngoài sáu mươi, mà không vợ lại không con.

Có thể vì tình yêu cách mạng mà Quang tự nguyện hiến dâng cả cuộc đời trong trắng cho sự nghiệp cách mạng. Nhưng nhiều chị em phụ nữ lại nói rằng, Quang thuộc dạng đàn ông “gái chê, goá hờn”.

Quang là hình mẫu của một đàn ông khiếm khuyết về nhận thức, kém văn hoá, thiếu năng lực, vô chuyên môn nhưng lại rất thích phô trương thể hiện.  

Cộng đồng mạng xã hội, đừng như Quang.

(Fb Phạm Lê Vương Các)

[K]",114731331886956,1,photo
11,2018-03-22 10:25:19.063976,2018-03-15 06:02:26+00:00,22,114731331886956_2162661770427225,157,0,"GÂY RỐI TRẬT TỰ CC

Hôm nay, 14/3/2018, là tròn ba mươi năm cuộc thảm sát Gạc Ma - khi quân Trung Quốc bắn chết 64 chiến sĩ hải quân và công binh Việt Nam, bắn bị thương và bắt làm tù binh một số người khác. 

Tưởng niệm những người lính đã ngã xuống trong vụ thảm sát, một số người dân Hà Nội sáng nay đã đi thắp hương ở khu vực tượng đài Lý Thái Tổ. Tuy bị côn đồ gây rối, quấy phá như đã thành nét truyền thống ở thủ đô, nhưng buổi tưởng niệm vẫn diễn ra trang nghiêm. Khi sự kiện kết thúc, mọi người ra về, thì blogger Nguyễn Thuý Hạnh bị một tốp người lạ mặt (an ninh thường phục) bắt cóc đưa lên xe biển số 29K 1444, chở đi đâu không rõ.

Chúng nói rằng chị Hạnh ""gây rối trật tự công cộng"". 

* * *

Việc bắt lẻ một người dân, đưa về đồn rồi khép tội ""gây rối trật tự công cộng"" quả là một ""nghiệp vụ"" quá thô sơ của an ninh để bỏ tù bất cứ ai. Hành vi nào ở chỗ đông người mà chẳng có thể là gây rối trật tự công cộng theo diễn giải của chúng? Trong trường hợp bằng chứng yếu quá, không chế biến nổi, thì chúng bảo ""có một lá đơn của quần chúng tố giác anh/chị gây rối trật tự công cộng"", là xong. 

""Đơn tố giác của quần chúng"" là một trong những ""nghiệp vụ đấu tranh"" bẩn thỉu ti tiện nhất mà an ninh Việt Nam có thể nghĩ ra. Nếu người bị bắt đòi đối chất, chúng sẽ bảo chúng phải ""bảo vệ nguồn tin"". Nếu người bị bắt gầm lên thanh minh, trình bày, là mắc mưu của chúng - chúng cũng chỉ cần họ mở miệng thôi mà. Đôi khi chúng còn ngu ngốc tới mức dỗ dành người ta thô thiển như thế này: ""Chúng tôi có nhận đơn tố giác, nhưng chúng tôi chưa tin, chưa khẳng định gì cả. Chúng tôi phải nghe cả hai bên chứ. Cho nên bây giờ anh/chị phải hợp tác giúp chúng tôi làm rõ mọi chuyện, xem có phải là người ta tố cáo anh/chị sai sự thật không"". 

""Gây rối trật tự công cộng"" cũng là lý do, lý cớ tuyệt vời để an ninh bắt bất kỳ người dân nào có mặt ở những nơi chúng không muốn họ đến. 

Vì lẽ đó, các sự kiện công cộng, các dịp lễ kỷ niệm, tưởng niệm như 19/1, 17/2, 14/3, 30/4, 1/5, 5/6, 2/9, 10/12… đều đã trở thành thời điểm thuận lợi cho an ninh bắt bớ, bỏ tù, kết án các blogger và người hoạt động vì dân chủ, nhân quyền ở Việt Nam, lấy lý do ""gây rối trật tự công cộng"".

Trật tự công cộng là gì, gây rối là làm gì, thì không luật nào giải thích, và chúng cũng chẳng cần. 

Trật tự cc.

(Nhà báo Đoan Trang)

Ảnh : Quang lùn được thả ra khu vực tượng đài vua Lý Thái Tổ sáng qua 14.3.2018

[K]",114731331886956,2,photo
1,2018-03-22 10:25:19.063976,2018-03-15 05:03:01+00:00,195,114731331886956_2162578400435562,552,6,"* Thời buổi bác sĩ phải tập võ để đề phòng bệnh nhân và người nhà bệnh nhân hành hung, có lẽ mai mốt thầy cô giáo cũng nên tập võ để đề phòng những phụ huynh côn đồ, nóng máu lên vì bênh con? 

Nhưng nói đi thì cũng phải nói lại, tại sao thời VNCH không bao giờ có những chuyện bệnh nhân hành hung y bác sĩ, phụ huynh cư xử thô lỗ với thầy cô? Là vì đạo đức xã hội thời đó tốt hơn hẳn đã đành (mặc dù nhà nước VN luôn rêu rao đó là một chế độ tham nhũng, thối nát, tay sai cho Mỹ!), mà còn vì thời đó y đức, giáo đức tốt hơn, thầy thuốc ra thầy thuốc, thầy giáo ra thầy giáo nên được xã hội tôn trọng. Còn thời nay, một số y bác sĩ vừa kém cỏi về nghiệp vụ chuyên môn vừa quan liêu, hống hách, coi bệnh nhân không ra gì, thậm chí phải có ""phong bì"" thì cách đối xử, chữa trị khác hẳn, khám ngoài giờ đối xử khác với khám trong giờ...; một số thầy cô giáo cư xử không đúng mực, đối xử với học sinh có học thêm với mình khác với học sinh không học thêm, bạo hành học sinh cả về tinh thần (chửi mắng, làm nhục, chế diễu) hoặc thể chất (bắt quỳ, cho học sinh tát lẫn nhau, đánh...) và vô số những chuyện tệ hại khác...dẫn đến những câu chuyện đáng buồn về những phản ứng không thể chấp nhận được của một số học sinh và phụ huynh.

Học võ cũng tốt thôi, nhưng nên học thêm về Quyền Con Người, rèn lại y đức, giáo đức còn quan trọng hơn nhiều!

Fb Song Chi
.S:",114731331886956,7,link
49,2018-03-22 10:25:19.063976,2018-03-15 04:39:34+00:00,1,114731331886956_2162959353730800,313,7,"* Có một câu chuyện khắc khoải, chua chát và đau đớn về Gạc Ma 30 năm qua mỗi ngày mỗi chồng chất. 

Năm 2008, tàu đánh cá của Lý Sơn phát hiện dưới đáy biển Trường Sa con tàu của quân ta bị đánh chìm năm 1988 cùng rất nhiều xương cốt của những người lính hi sinh. Báo cáo với Hải quân, nhưng Hải quân lại nhờ chính họ tìm cách vớt. Đang vớt nửa chừng thì bị tàu Trung Quốc đuổi, ngư dân Lý Sơn chỉ mới lấy được 8/28 bộ hài cốt còn mất tích. Gia đình 64 thân nhân liệt sỹ đều được gọi lên để xét nghiệm ADN rồi mấy năm mới có kết quả. 

Những người lính còn lại vẫn nằm lại đến bây giờ dưới đáy biển. Hồi đó, Bộ Tư lệnh Hải quân báo cáo TBT Nông Đức Mạnh, đề nghị đàm phán với Trung Quốc tìm cách đem xác họ về. Nông Đức Mạnh lúc đó thản nhiên trả lời, ""Cứ để họ nằm đó đâu có sao đâu"".

Ôi, thân xác các anh tôi.

Ảnh:Mộ phần Liệt sỹ Nguyễn Thanh Hải, một trong số 8 liệt sỹ may mắn hơn những người đồng đội khác vẫn đang nằm dưới đáy biển. Anh Hải năm đó mới 20 tuổi, mới học hết cấp 3 vào quân ngũ, trận đánh Gạc Ma là trận chiến đầu tiên và cũng là cuối cùng của anh. Không hiểu vô tình hay cố ý, ngày hi sinh trên bia mộ của anh ghi không đúng ngày 14/3/1988.

Fb Trịnh Anh Tuấn 
.S:",114731331886956,83,photo
11,2018-03-22 10:25:19.063976,2018-03-15 04:02:01+00:00,108,114731331886956_2162552190438183,682,5,"* Chiều 14/3, Thanh tra Chính phủ Việt Nam chính thức công khai kết luận thanh tra thương vụ Mobifone mua 95% cổ phần AVG. Dính vào vụ này có cả bộ trưởng bộ Thông Tin & Truyền Thông và bộ trưởng bộ Công An. Cái lò tôn của Củ Lá vẫn đang rừng rực 🤗🤗🤗

.S:
Mời các bạn xem toàn văn kết luận của Thanh tra Chính phủ tại link: http://thanhtra.com.vn/thanh-tra/hoat-dong-nganh/thanh-tra-chinh-phu-cong-bo-ket-luan-thuong-vu-mobifone-mua-avg_t114c1059n131455",114731331886956,4,link
0,2018-03-22 10:25:19.063976,2018-03-15 03:02:00+00:00,510,114731331886956_2162506177109451,1247,10,"Cái này chắc đúng ạ :)

Fb Út Giang

.S:",114731331886956,0,photo
0,2018-03-22 10:25:19.063976,2018-03-15 02:02:01+00:00,2,114731331886956_2162350803791655,239,28,"Stephen Hawking
Sinh ngày 8/1/1942 tại Oxford, Anh
Năm 1959, Hawking vào học tại Đại học Oxford khi mới 17 tuổi.
Ông học tiến sĩ tại Cambridge
Năm 1963, ông được chẩn đoán mắc bệnh thần kinh vận động và bác sĩ nói ông chỉ có thể sống tiếp hai năm
Năm 1974, Hawking chỉ ra rằng hố đen phát ra bức xạ - 'bức xạ Hawking' - cho đến khi chúng cạn kiệt năng lượng và bay hơi.
Cuốn Lược Sử Thời Gian xuất bản năm 1988, đã bán được hơn 10 triệu bản
Cuộc đời ông là chủ đề của bộ phim The Theory of Everything năm 2014, do diễn viên Eddie Redmayne đóng vai chính.

Giáo sư Stephen Hawking vừa qua đời ngày 14/3, hưởng thọ 76 tuổi, phát ngôn viên của gia đình cho biết.
Nhà vật lý lý thuyết, vũ trụ học người Anh nổi tiếng với công trình đột phá về lỗ đen và thuyết tương đối tổng quát, đồng thời là tác giả của một số cuốn sách khoa học thường thức gồm A Brief History of Time (Lược Sử Thời Gian).

Các con của ông, Lucy, Robert và Tim, nói: ""Chúng tôi rất đau buồn vì người cha yêu quý của chúng tôi đã qua đời hôm nay.""
""Ông ấy là nhà khoa học vĩ đại và là một người đàn ông phi thường. Chúng tôi tin rằng di sản của ông sẽ tiếp tục tồn tại trong nhiều năm.""
Họ ca ngợi sự ""can đảm và kiên trì"" của cha mình và nói rằng ""sự tài hoa và tính hài hước"" của ông đã truyền cảm hứng cho mọi người trên toàn thế giới.
""Cha tôi từng nói, ""'Vũ trụ sẽ không còn ý nghĩa gì nếu đó không phải nhà của những người mà quý vị yêu thương."" Chúng tôi sẽ nhớ cha mãi mãi"", các con của ông nói.

BBC 
.S:",114731331886956,20,video
66,2018-03-22 10:25:19.063976,2018-03-15 01:00:01+00:00,3,114731331886956_2162423470451055,387,2,"Nguyễn Hoành Hùng

14/03/1988, Gạc Ma - Trường Sa, họ sợ đến mức không dám kháng cự, họ lệnh cho bộ đội không được nổ súng, 64 người trở thành bị thịt cho giặc TQ bắn giết.

30 năm sau, họ vẫn khiếp nhược, khiếp đến nỗi không dám nhắc đến sự kiện này một cách chính thức, họ sợ giặc phật ý.

(Fb Nguyễn Hoành Hùng)

[K]",114731331886956,37,video
26,2018-03-22 10:25:19.063976,2018-03-15 00:02:00+00:00,15,114731331886956_2162527687107300,247,2,"* Nước ta có một tướng tài 
Xua quân giữ đảo bằng hai tay trần 
Đạn thù bắn nát toàn thân 
Tướng ngồi gãi háng đếm ""phần"" giặc cho 
Trăm thằng lính chết chả lo 
Tướng này dân gọi đầu bò ác nhân

Fb Xuan Ngoc Nguyen

* Tướng giỏi biết điều binh hợp lý, khi chắc thắng thì tiến, khi chắc thua thì lui. Nhược bằng biết chắc là thua mà vẫn xua quân tiến lên làm bia đỡ đạn là tướng tồi. Không chỉ tồi mà còn ác.
Ác nhất là xua quân xông lên nhưng lại ra lệnh không được chống trả. Làm thế khác nào mượn tay giặc giết quân mình. 
Binh pháp nói, đó chỉ có thể là tướng ta làm nội gián cho giặc.
Loại tướng đó chưa chết thì dân rủa cho chết. Đến khi chết thì dân vỗ tay ăn mừng.

Fb Chu Mộng Long 

.S:",114731331886956,8,photo
19,2018-03-22 10:25:19.063976,2018-03-14 23:30:00+00:00,1,114731331886956_2162415140451888,230,7,"Tử thủ Gạc Ma 14/3/1988. Tưởng nhớ 64 anh hùng vị quốc vong thân.

[K]",114731331886956,35,video
1,2018-03-22 10:25:19.063976,2018-03-14 23:00:00+00:00,0,114731331886956_2162420200451382,136,6,"LỜI TỬ SĨ GẠC MA 1988

Sáng tác: Thuỷ Lâm Sinh - Trình bày: Lê Minh Trung

Vào những tháng đầu năm 1988, Hải quân Trung Quốc cho quân chiếm đóng một số bãi đá thuộc khu vực quần đảo Trường Sa của Việt Nam, gây nên tình trạng vô cùng căng thẳng ở khuc vực này. Trong nỗ lực bảo vệ biển đảo của tổ quốc trước tham vọng xâm lược và bành trướng của Trung Quốc, hải quân nhân dân Việt Nam đã bước đầu ngăn chặn được sự lấn chiếm của hải quân Trung Quốc sang các đảo lân cận. Đầu tháng 3 Trung Quốc đã đưa đến đó một lực lượng hùng hậu 12 tàu chiến, trong đó có nhiều tàu hộ tống trang bị đại pháo và tàu phóng tên lửa.

Đến ngày 14 tháng 3, trong lúc 3 tàu vận chuyển và hơn 70 chiến quân đội nhân dân VN đang làm nhiệm vụ xây dựng và canh giữ chủ quyền biển đảo của Việt Nam tại khu vực các đảo Gạc Ma, Cô Lin, và Len Đao thì bị hải quân Trung Quốc bất ngờ tấn công.

Chiến sự đã diễn ra ác liệt, mặc dù lực lượng chênh lệch, phương tiện, vũ khí hạn chế, những người lính hải quân Việt Nam đã chiến đấu dũng cảm, bảo vệ được chủ quyền của Việt Nam tại các đảo Cô Lin và Len Đao. Trung Quốc chiếm đảo Gạc Ma từ ngày đó. 64 chiến sĩ Việt Nam đã hy sinh trong trận chiến này. Nhưng cũng kể từ đó lãnh đạo đảng cộng sản Việt Nam đã không hề nhắc nhở gì đến những anh hùng đã hy sinh trong cuộc chiến đó, thậm chí còn cấm đoán việc tổ chức tưởng niệm các chiến sĩ đã đổ máu và gửi lại thân xác dưới đáy biển Trường Sa để giữ gìn biển đảo của Việt Nam. 

Các tử sĩ Gạc ma luôn sống mãi trong tâm hồn dân tộc Việt nam. Xin được thắp nén nhang lòng để tưởng nhớ. Các anh sống khôn, thác thiêng xin hãy phù hộ cho dân tộc Việt nam sớm thoát khỏi bạo quyền cộng sản

(Fb Sống Để Yêu Thương) 

[K]",114731331886956,22,video
4,2018-03-22 10:25:19.063976,2018-03-14 16:15:58+00:00,1,114731331886956_2162259467134122,1244,36,"* Tiếng lòng của một giáo viên dạy sử tâm huyết:
“SÁCH GIÁO KHOA MỚI CẦN TÔN TRỌNG VÀ TRẢ LẠI NHỮNG SỰ THẬT LỊCH SỬ”.
- Thạc sĩ Trần Trung Hiếu - giáo viên trường THPT chuyên Phan Bội Châu, Nghệ An, thành viên của Hội đồng góp ý và phản biện Chương trình giáo dục phổ thông môn Lịch sử của Bộ GD&ĐT gửi đến VTC News bài viết nhân kỷ niệm 30 năm “sự kiện Gạc Ma” (14/3/1988 - 14/3/2018).

Thầy Hiếu cho rằng, nhắc lại sự kiện Gạc Ma 30 năm trước không phải là việc nhằm khơi sâu mối thù hằn dân tộc và phá vỡ quan hệ láng giềng với Trung Quốc sau nhiều năm thăng trầm trong xu thế hội nhập và toàn cầu hóa. Nhắc lại sự kiện Gạc Ma để cả thế giới biết đầy đủ, chính xác những hành động tàn bạo của Hải quân Trung Quốc, nhắc nhở thế hệ trẻ cảnh giác trước những ngôn từ ngoại giao.

Bài học mất nước thời An Dương Vương và bài học mất đảo Gạc Ma 30 năm qua luôn tươi nguyên giá trị trong công cuộc bảo vệ chủ quyền lãnh thổ quốc gia, dân tộc hiện nay.

Dưới đây là toàn bộ bài viết:
Lịch sử mãi vẫn là sự thật dù đau thương
.S:",114731331886956,28,link
141,2018-03-22 10:25:19.063976,2018-03-14 15:32:33+00:00,310,114731331886956_2162143990479003,1231,6,"* Các quan cứ yên tâm tham nhũng đúng quy trình nhé. Mỗi 100 tỷ ko giải trình được thì nộp lại 45 tỷ, giữ 55 tỷ mà dùng 👍👍👍
.S:",114731331886956,12,link
2,2018-03-22 10:25:19.063976,2018-03-14 15:02:12+00:00,19,114731331886956_2162150427145026,297,5,"* Mới chỉ là dự kiến thôi .S:
Trong khi sách giáo khoa Lịch sử phổ thông hiện hành, vấn đề chiến tranh bảo vệ biên giới phía Bắc, biên giới Tây - Nam đề cập sơ sài, còn vấn đề về quá trình đấu tranh xác lập chủ quyền và bảo vệ chủ quyền quần đảo Hoàng Sa, Trường Sa, Gạc Ma... không có một dòng, thày Hiếu cho hay dưới góc độ là giáo viên môn Lịch sử, ông đã nhiều lần lên tiếng đề xuất đưa sự kiện này vào SGK mới.

""Theo thông tin tôi có được khi là thành viên của Hội đồng góp ý, phản biện của Bộ GD-ĐT, chương trình giáo dục môn Lịch sử phổ thông mới dự kiến đưa sự kiện Gạc Ma, cũng như cuộc hải chiến Hoàng Sa ngày 19-1-1974, bổ sung đầy đủ hơn sự kiện chiến tranh bảo vệ biên giới Tây - Nam (1975-1978), chiến tranh bảo vệ biên giới phía Bắc (1979-1989)... vào chương trình và SGK"" – thày Hiếu chia sẻ.",114731331886956,1,link
0,2018-03-22 10:25:19.063976,2018-03-14 14:32:15+00:00,6,114731331886956_2162121893814546,1759,203,"* Sáng nay 14-3, học sinh trường THPT Nhân Việt (quận Tân Phú, TP.HCM) đã dành một phút mặc niệm tưởng nhớ 64 chiến sĩ hải quân hy sinh ở Gạc Ma 30 năm trước.

Đây là một trong nhiều hoạt động của thầy cô của trường Nhân Việt tưởng niệm sự kiện Gạc Ma: dựng hoạt cảnh mô phỏng vụ thảm sát năm xưa, xem phim tài liệu, mặc đồng phục lấy ý tưởng từ bộ quân phục hải quân VN, sinh hoạt lớp về đề tài Gạc Ma, bảng đen của lớp được trang trí và viết khẩu hiệu: ""Không hy sinh nào là vô nghĩa"".

Lưu ý rằng đây là năm thứ ba trường Nhân Việt tổ chức lễ tưởng niệm sự kiện Gạc Ma. Thầy hiệu trưởng nói: ""Việc tổ chức lễ tưởng niệm không phải nhằm nhắc lại sự hận thù trong lòng các em, mà thầy cô muốn gợi lại lịch sử hào hùng dựng nước và giữ nước của cha ông chúng ta, từ đó các em thêm yêu quê hương, đất nước"".

Cũng lưu ý thêm rằng toàn bộ lớp học của trường Nhân Việt đã được đặt tên theo các đảo của hai quần đảo Hoàng Sa và Trường Sa, tên lớp – tên các đảo đặt ngay cửa vào lớp. Trong đó, lớp 12A1 được vinh dự mang tên đảo Gạc Ma.

Thật cảm ơn và cảm phục thầy trò của ngôi trường xứng danh mang tên Nhân Việt. 

Và cũng không thể không đặt câu hỏi: bao giờ người lớn đưa sự kiện Gạc Ma vào sách giáo khoa để các em hun đúc thêm lòng yêu nước? Bao giờ vụ thảm sát Gạc Ma được đưa vào sách sử để sự kiện được khắc ghi, để chủ quyền đất nước được nhắc nhớ mỗi ngày chứ không chỉ 14-3 hôm nay?...

Fb Nguyễn Trường Uy 
.S:",114731331886956,6,photo
84,2018-03-22 10:25:19.063976,2018-03-14 14:02:00+00:00,2,114731331886956_2161934247166644,750,14,"* 14/3/2018, tròn 30 năm từ cuộc tấn công của Trung Quốc vào Gạc Ma, 64 chiến sĩ quân đội nhân dân Việt Nam đã anh dũng hy sinh trước nòng súng của quân Trung Quốc. Mời các bạn cùng xem clip của Zing.vn điểm lại diễn biến cuộc thảm sát hèn hạ của Trung Quốc đối với những chiến sĩ Việt Nam không được trang bị vũ khí.
https://news.zing.vn/video-gac-ma-1431988-cuoc-tham-sat-hen-ha-post825383.html
.S:",114731331886956,95,video
1,2018-03-22 10:25:19.063976,2018-03-14 13:30:04+00:00,177,114731331886956_2161264740566928,229,1,"Quan trọng vẫn là THẦN THÁI... 😄😄

[Sky]",114731331886956,0,photo
